,A,B
0, C E H H H H C C,698
0, C E H H H H C H,185
0, C E H H H H C E,4
0, C E H H H H H C,308
0, C E H H H H H H,2068
0, C E H H H H H E,2
0, C E H H H H E C,8
0, C E H H H H E H,0
0, C E H H H H E E,3
0, C E H H H E C C,0
0, C E H H H E C H,0
0, C E H H H E C E,0
0, C E H H H E H C,0
0, C E H H H E H H,1
0, C E H H H E H E,0
0, C E H H H E E C,2
0, C E H H H E E H,0
0, C E H H H E E E,5
0, C E H H E C C C,0
0, C E H H E C C H,0
0, C E H H E C C E,0
0, C E H H E C H C,0
0, C E H H E C H H,0
0, C E H H E C H E,0
0, C E H H E C E C,0
0, C E H H E C E H,0
0, C E H H E C E E,0
0, C E H H E H C C,0
0, C E H H E H C H,0
0, C E H H E H C E,0
0, C E H H E H H C,1
0, C E H H E H H H,1
0, C E H H E H H E,0
0, C E H H E H E C,0
0, C E H H E H E H,0
0, C E H H E H E E,0
0, C E H H E E C C,2
0, C E H H E E C H,0
0, C E H H E E C E,0
0, C E H H E E H C,0
0, C E H H E E H H,0
0, C E H H E E H E,0
0, C E H H E E E C,0
0, C E H H E E E H,0
0, C E H H E E E E,0
0, C E H E C C C C,7
0, C E H E C C C H,1
0, C E H E C C C E,1
0, C E H E C C H C,0
0, C E H E C C H H,0
0, C E H E C C H E,0
0, C E H E C C E C,0
0, C E H E C C E H,0
0, C E H E C C E E,0
0, C E H E C H C C,0
0, C E H E C H C H,0
0, C E H E C H C E,0
0, C E H E C H H C,0
0, C E H E C H H H,2
0, C E H E C H H E,0
0, C E H E C H E C,0
0, C E H E C H E H,0
0, C E H E C H E E,0
0, C E H E C E C C,0
0, C E H E C E C H,0
0, C E H E C E C E,0
0, C E H E C E H C,0
0, C E H E C E H H,0
0, C E H E C E H E,0
0, C E H E C E E C,0
0, C E H E C E E H,0
0, C E H E C E E E,0
0, C E H E H C C C,0
0, C E H E H C C H,0
0, C E H E H C C E,0
0, C E H E H C H C,0
0, C E H E H C H H,0
0, C E H E H C H E,0
0, C E H E H C E C,0
0, C E H E H C E H,0
0, C E H E H C E E,0
0, C E H E H H C C,0
0, C E H E H H C H,0
0, C E H E H H C E,0
0, C E H E H H H C,0
0, C E H E H H H H,2
0, C E H E H H H E,0
0, C E H E H H E C,0
0, C E H E H H E H,0
0, C E H E H H E E,0
0, C E H E H E C C,0
0, C E H E H E C H,0
0, C E H E H E C E,0
0, C E H E H E H C,0
0, C E H E H E H H,0
0, C E H E H E H E,0
0, C E H E H E E C,0
0, C E H E H E E H,0
0, C E H E H E E E,1
0, C E H E E C C C,7
0, C E H E E C C H,0
0, C E H E E C C E,0
0, C E H E E C H C,0
0, C E H E E C H H,0
0, C E H E E C H E,0
0, C E H E E C E C,0
0, C E H E E C E H,0
0, C E H E E C E E,0
0, C E H E E H C C,0
0, C E H E E H C H,1
0, C E H E E H C E,0
0, C E H E E H H C,1
0, C E H E E H H H,2
0, C E H E E H H E,0
0, C E H E E H E C,0
0, C E H E E H E H,0
0, C E H E E H E E,0
0, C E H E E E C C,3
0, C E H E E E C H,1
0, C E H E E E C E,1
0, C E H E E E H C,0
0, C E H E E E H H,0
0, C E H E E E H E,1
0, C E H E E E E C,1
0, C E H E E E E H,0
0, C E H E E E E E,4
0, C E E C C C C C,33337
0, C E E C C C C H,3260
0, C E E C C C C E,11072
0, C E E C C C H C,148
0, C E E C C C H H,4945
0, C E E C C C H E,7
0, C E E C C C E C,561
0, C E E C C C E H,6
0, C E E C C C E E,2768
0, C E E C C H C C,124
0, C E E C C H C H,25
0, C E E C C H C E,0
0, C E E C C H H C,104
0, C E E C C H H H,6301
0, C E E C C H H E,15
0, C E E C C H E C,0
0, C E E C C H E H,0
0, C E E C C H E E,1
0, C E E C C E C C,242
0, C E E C C E C H,7
0, C E E C C E C E,27
0, C E E C C E H C,1
0, C E E C C E H H,10
0, C E E C C E H E,0
0, C E E C C E E C,1149
0, C E E C C E E H,609
0, C E E C C E E E,2758
0, C E E C H C C C,65
0, C E E C H C C H,5
0, C E E C H C C E,3
0, C E E C H C H C,4
0, C E E C H C H H,10
0, C E E C H C H E,2
0, C E E C H C E C,0
0, C E E C H C E H,0
0, C E E C H C E E,0
0, C E E C H H C C,243
0, C E E C H H C H,6
0, C E E C H H C E,3
0, C E E C H H H C,442
0, C E E C H H H H,6094
0, C E E C H H H E,23
0, C E E C H H E C,0
0, C E E C H H E H,0
0, C E E C H H E E,8
0, C E E C H E C C,0
0, C E E C H E C H,0
0, C E E C H E C E,0
0, C E E C H E H C,0
0, C E E C H E H H,0
0, C E E C H E H E,0
0, C E E C H E E C,0
0, C E E C H E E H,0
0, C E E C H E E E,1
0, C E E C E C C C,314
0, C E E C E C C H,34
0, C E E C E C C E,114
0, C E E C E C H C,0
0, C E E C E C H H,65
0, C E E C E C H E,0
0, C E E C E C E C,2
0, C E E C E C E H,0
0, C E E C E C E E,123
0, C E E C E H C C,2
0, C E E C E H C H,0
0, C E E C E H C E,0
0, C E E C E H H C,6
0, C E E C E H H H,114
0, C E E C E H H E,0
0, C E E C E H E C,0
0, C E E C E H E H,0
0, C E E C E H E E,3
0, C E E C E E C C,291
0, C E E C E E C H,8
0, C E E C E E C E,8
0, C E E C E E H C,0
0, C E E C E E H H,28
0, C E E C E E H E,0
0, C E E C E E E C,196
0, C E E C E E E H,60
0, C E E C E E E E,1286
0, C E E H C C C C,104
0, C E E H C C C H,1
0, C E E H C C C E,2
0, C E E H C C H C,0
0, C E E H C C H H,3
0, C E E H C C H E,0
0, C E E H C C E C,0
0, C E E H C C E H,0
0, C E E H C C E E,2
0, C E E H C H C C,0
0, C E E H C H C H,0
0, C E E H C H C E,0
0, C E E H C H H C,0
0, C E E H C H H H,9
0, C E E H C H H E,0
0, C E E H C H E C,0
0, C E E H C H E H,0
0, C E E H C H E E,0
0, C E E H C E C C,0
0, C E E H C E C H,0
0, C E E H C E C E,0
0, C E E H C E H C,0
0, C E E H C E H H,0
0, C E E H C E H E,0
0, C E E H C E E C,0
0, C E E H C E E H,0
0, C E E H C E E E,1
0, C E E H H C C C,95
0, C E E H H C C H,0
0, C E E H H C C E,2
0, C E E H H C H C,1
0, C E E H H C H H,5
0, C E E H H C H E,0
0, C E E H H C E C,2
0, C E E H H C E H,0
0, C E E H H C E E,2
0, C E E H H H C C,259
0, C E E H H H C H,148
0, C E E H H H C E,22
0, C E E H H H H C,275
0, C E E H H H H H,2378
0, C E E H H H H E,11
0, C E E H H H E C,6
0, C E E H H H E H,0
0, C E E H H H E E,7
0, C E E H H E C C,0
0, C E E H H E C H,0
0, C E E H H E C E,0
0, C E E H H E H C,0
0, C E E H H E H H,0
0, C E E H H E H E,0
0, C E E H H E E C,1
0, C E E H H E E H,0
0, C E E H H E E E,1
0, C E E H E C C C,1
0, C E E H E C C H,0
0, C E E H E C C E,0
0, C E E H E C H C,0
0, C E E H E C H H,0
0, C E E H E C H E,0
0, C E E H E C E C,1
0, C E E H E C E H,0
0, C E E H E C E E,0
0, C E E H E H C C,5
0, C E E H E H C H,0
0, C E E H E H C E,0
0, C E E H E H H C,0
0, C E E H E H H H,0
0, C E E H E H H E,0
0, C E E H E H E C,0
0, C E E H E H E H,0
0, C E E H E H E E,0
0, C E E H E E C C,0
0, C E E H E E C H,0
0, C E E H E E C E,0
0, C E E H E E H C,0
0, C E E H E E H H,0
0, C E E H E E H E,0
0, C E E H E E E C,0
0, C E E H E E E H,0
0, C E E H E E E E,2
0, C E E E C C C C,59520
0, C E E E C C C H,5896
0, C E E E C C C E,4620
0, C E E E C C H C,254
0, C E E E C C H H,9827
0, C E E E C C H E,24
0, C E E E C C E C,177
0, C E E E C C E H,2
0, C E E E C C E E,8607
0, C E E E C H C C,163
0, C E E E C H C H,21
0, C E E E C H C E,0
0, C E E E C H H C,358
0, C E E E C H H H,6984
0, C E E E C H H E,6
0, C E E E C H E C,0
0, C E E E C H E H,0
0, C E E E C H E E,0
0, C E E E C E C C,356
0, C E E E C E C H,10
0, C E E E C E C E,41
0, C E E E C E H C,0
0, C E E E C E H H,81
0, C E E E C E H E,0
0, C E E E C E E C,284
0, C E E E C E E H,5
0, C E E E C E E E,1839
0, C E E E H C C C,25
0, C E E E H C C H,1
0, C E E E H C C E,1
0, C E E E H C H C,2
0, C E E E H C H H,1
0, C E E E H C H E,0
0, C E E E H C E C,0
0, C E E E H C E H,0
0, C E E E H C E E,0
0, C E E E H H C C,67
0, C E E E H H C H,7
0, C E E E H H C E,4
0, C E E E H H H C,500
0, C E E E H H H H,3611
0, C E E E H H H E,31
0, C E E E H H E C,0
0, C E E E H H E H,0
0, C E E E H H E E,3
0, C E E E H E C C,0
0, C E E E H E C H,0
0, C E E E H E C E,0
0, C E E E H E H C,0
0, C E E E H E H H,0
0, C E E E H E H E,1
0, C E E E H E E C,2
0, C E E E H E E H,1
0, C E E E H E E E,0
0, C E E E E C C C,121977
0, C E E E E C C H,14840
0, C E E E E C C E,7686
0, C E E E E C H C,347
0, C E E E E C H H,13191
0, C E E E E C H E,0
0, C E E E E C E C,396
0, C E E E E C E H,3
0, C E E E E C E E,2256
0, C E E E E H C C,74
0, C E E E E H C H,31
0, C E E E E H C E,0
0, C E E E E H H C,74
0, C E E E E H H H,4017
0, C E E E E H H E,0
0, C E E E E H E C,0
0, C E E E E H E H,4
0, C E E E E H E E,4
0, C E E E E E C C,150453
0, C E E E E E C H,10812
0, C E E E E E C E,2690
0, C E E E E E H C,100
0, C E E E E E H H,5518
0, C E E E E E H E,9
0, C E E E E E E C,112301
0, C E E E E E E H,3792
0, C E E E E E E E,170906
0, H C C C C C C C,236547
0, H C C C C C C H,34278
0, H C C C C C C E,38958
0, H C C C C C H C,1396
0, H C C C C C H H,41738
0, H C C C C C H E,55
0, H C C C C C E C,2012
0, H C C C C C E H,176
0, H C C C C C E E,62892
0, H C C C C H C C,1413
0, H C C C C H C H,217
0, H C C C C H C E,36
0, H C C C C H H C,1547
0, H C C C C H H H,63931
0, H C C C C H H E,80
0, H C C C C H E C,8
0, H C C C C H E H,2
0, H C C C C H E E,78
0, H C C C C E C C,2426
0, H C C C C E C H,253
0, H C C C C E C E,792
0, H C C C C E H C,0
0, H C C C C E H H,252
0, H C C C C E H E,1
0, H C C C C E E C,5184
0, H C C C C E E H,155
0, H C C C C E E E,96684
0, H C C C H C C C,1403
0, H C C C H C C H,67
0, H C C C H C C E,134
0, H C C C H C H C,254
0, H C C C H C H H,187
0, H C C C H C H E,23
0, H C C C H C E C,2
0, H C C C H C E H,0
0, H C C C H C E E,43
0, H C C C H H C C,1693
0, H C C C H H C H,97
0, H C C C H H C E,215
0, H C C C H H H C,7235
0, H C C C H H H H,51635
0, H C C C H H H E,2670
0, H C C C H H E C,4
0, H C C C H H E H,1
0, H C C C H H E E,17
0, H C C C H E C C,0
0, H C C C H E C H,0
0, H C C C H E C E,1
0, H C C C H E H C,0
0, H C C C H E H H,5
0, H C C C H E H E,0
0, H C C C H E E C,5
0, H C C C H E E H,0
0, H C C C H E E E,103
0, H C C C E C C C,2727
0, H C C C E C C H,309
0, H C C C E C C E,233
0, H C C C E C H C,0
0, H C C C E C H H,225
0, H C C C E C H E,0
0, H C C C E C E C,55
0, H C C C E C E H,0
0, H C C C E C E E,507
0, H C C C E H C C,19
0, H C C C E H C H,0
0, H C C C E H C E,0
0, H C C C E H H C,1
0, H C C C E H H H,367
0, H C C C E H H E,0
0, H C C C E H E C,0
0, H C C C E H E H,0
0, H C C C E H E E,6
0, H C C C E E C C,6356
0, H C C C E E C H,329
0, H C C C E E C E,174
0, H C C C E E H C,0
0, H C C C E E H H,160
0, H C C C E E H E,0
0, H C C C E E E C,11358
0, H C C C E E E H,617
0, H C C C E E E E,75350
0, H C C H C C C C,855
0, H C C H C C C H,70
0, H C C H C C C E,21
0, H C C H C C H C,0
0, H C C H C C H H,95
0, H C C H C C H E,0
0, H C C H C C E C,2
0, H C C H C C E H,0
0, H C C H C C E E,75
0, H C C H C H C C,172
0, H C C H C H C H,5
0, H C C H C H C E,4
0, H C C H C H H C,51
0, H C C H C H H H,136
0, H C C H C H H E,4
0, H C C H C H E C,2
0, H C C H C H E H,0
0, H C C H C H E E,54
0, H C C H C E C C,21
0, H C C H C E C H,0
0, H C C H C E C E,0
0, H C C H C E H C,0
0, H C C H C E H H,0
0, H C C H C E H E,0
0, H C C H C E E C,1
0, H C C H C E E H,0
0, H C C H C E E E,17
0, H C C H H C C C,1386
0, H C C H H C C H,124
0, H C C H H C C E,94
0, H C C H H C H C,10
0, H C C H H C H H,104
0, H C C H H C H E,0
0, H C C H H C E C,1
0, H C C H H C E H,0
0, H C C H H C E E,125
0, H C C H H H C C,4748
0, H C C H H H C H,286
0, H C C H H H C E,230
0, H C C H H H H C,3593
0, H C C H H H H H,42712
0, H C C H H H H E,41
0, H C C H H H E C,46
0, H C C H H H E H,0
0, H C C H H H E E,590
0, H C C H H E C C,2
0, H C C H H E C H,0
0, H C C H H E C E,0
0, H C C H H E H C,0
0, H C C H H E H H,1
0, H C C H H E H E,0
0, H C C H H E E C,5
0, H C C H H E E H,0
0, H C C H H E E E,27
0, H C C H E C C C,1
0, H C C H E C C H,0
0, H C C H E C C E,0
0, H C C H E C H C,0
0, H C C H E C H H,0
0, H C C H E C H E,0
0, H C C H E C E C,0
0, H C C H E C E H,0
0, H C C H E C E E,0
0, H C C H E H C C,0
0, H C C H E H C H,0
0, H C C H E H C E,0
0, H C C H E H H C,0
0, H C C H E H H H,2
0, H C C H E H H E,0
0, H C C H E H E C,0
0, H C C H E H E H,0
0, H C C H E H E E,0
0, H C C H E E C C,2
0, H C C H E E C H,0
0, H C C H E E C E,0
0, H C C H E E H C,0
0, H C C H E E H H,0
0, H C C H E E H E,0
0, H C C H E E E C,3
0, H C C H E E E H,0
0, H C C H E E E E,24
0, H C C E C C C C,1405
0, H C C E C C C H,52
0, H C C E C C C E,46
0, H C C E C C H C,3
0, H C C E C C H H,233
0, H C C E C C H E,0
0, H C C E C C E C,31
0, H C C E C C E H,2
0, H C C E C C E E,162
0, H C C E C H C C,3
0, H C C E C H C H,0
0, H C C E C H C E,0
0, H C C E C H H C,0
0, H C C E C H H H,88
0, H C C E C H H E,0
0, H C C E C H E C,0
0, H C C E C H E H,0
0, H C C E C H E E,0
0, H C C E C E C C,66
0, H C C E C E C H,0
0, H C C E C E C E,1
0, H C C E C E H C,0
0, H C C E C E H H,0
0, H C C E C E H E,0
0, H C C E C E E C,16
0, H C C E C E E H,0
0, H C C E C E E E,169
0, H C C E H C C C,0
0, H C C E H C C H,0
0, H C C E H C C E,0
0, H C C E H C H C,0
0, H C C E H C H H,0
0, H C C E H C H E,0
0, H C C E H C E C,0
0, H C C E H C E H,0
0, H C C E H C E E,0
0, H C C E H H C C,2
0, H C C E H H C H,0
0, H C C E H H C E,10
0, H C C E H H H C,55
0, H C C E H H H H,23
0, H C C E H H H E,4
0, H C C E H H E C,0
0, H C C E H H E H,0
0, H C C E H H E E,2
0, H C C E H E C C,0
0, H C C E H E C H,2
0, H C C E H E C E,0
0, H C C E H E H C,0
0, H C C E H E H H,0
0, H C C E H E H E,0
0, H C C E H E E C,0
0, H C C E H E E H,0
0, H C C E H E E E,0
0, H C C E E C C C,2219
0, H C C E E C C H,303
0, H C C E E C C E,236
0, H C C E E C H C,1
0, H C C E E C H H,322
0, H C C E E C H E,0
0, H C C E E C E C,21
0, H C C E E C E H,0
0, H C C E E C E E,85
0, H C C E E H C C,5
0, H C C E E H C H,1
0, H C C E E H C E,0
0, H C C E E H H C,0
0, H C C E E H H H,104
0, H C C E E H H E,0
0, H C C E E H E C,0
0, H C C E E H E H,0
0, H C C E E H E E,0
0, H C C E E E C C,4178
0, H C C E E E C H,745
0, H C C E E E C E,275
0, H C C E E E H C,1
0, H C C E E E H H,28
0, H C C E E E H E,0
0, H C C E E E E C,10742
0, H C C E E E E H,186
0, H C C E E E E E,21710
0, H C H C C C C C,2080
0, H C H C C C C H,378
0, H C H C C C C E,210
0, H C H C C C H C,18
0, H C H C C C H H,252
0, H C H C C C H E,0
0, H C H C C C E C,18
0, H C H C C C E H,6
0, H C H C C C E E,238
0, H C H C C H C C,9
0, H C H C C H C H,0
0, H C H C C H C E,0
0, H C H C C H H C,10
0, H C H C C H H H,590
0, H C H C C H H E,0
0, H C H C C H E C,0
0, H C H C C H E H,0
0, H C H C C H E E,0
0, H C H C C E C C,19
0, H C H C C E C H,1
0, H C H C C E C E,3
0, H C H C C E H C,0
0, H C H C C E H H,6
0, H C H C C E H E,0
0, H C H C C E E C,24
0, H C H C C E E H,0
0, H C H C C E E E,437
0, H C H C H C C C,189
0, H C H C H C C H,21
0, H C H C H C C E,10
0, H C H C H C H C,12
0, H C H C H C H H,14
0, H C H C H C H E,0
0, H C H C H C E C,0
0, H C H C H C E H,0
0, H C H C H C E E,10
0, H C H C H H C C,34
0, H C H C H H C H,3
0, H C H C H H C E,0
0, H C H C H H H C,30
0, H C H C H H H H,290
0, H C H C H H H E,0
0, H C H C H H E C,0
0, H C H C H H E H,0
0, H C H C H H E E,1
0, H C H C H E C C,0
0, H C H C H E C H,0
0, H C H C H E C E,7
0, H C H C H E H C,0
0, H C H C H E H H,0
0, H C H C H E H E,0
0, H C H C H E E C,0
0, H C H C H E E H,0
0, H C H C H E E E,91
0, H C H C E C C C,29
0, H C H C E C C H,2
0, H C H C E C C E,0
0, H C H C E C H C,0
0, H C H C E C H H,1
0, H C H C E C H E,0
0, H C H C E C E C,0
0, H C H C E C E H,0
0, H C H C E C E E,0
0, H C H C E H C C,0
0, H C H C E H C H,0
0, H C H C E H C E,0
0, H C H C E H H C,0
0, H C H C E H H H,0
0, H C H C E H H E,0
0, H C H C E H E C,0
0, H C H C E H E H,0
0, H C H C E H E E,0
0, H C H C E E C C,15
0, H C H C E E C H,2
0, H C H C E E C E,0
0, H C H C E E H C,0
0, H C H C E E H H,3
0, H C H C E E H E,0
0, H C H C E E E C,14
0, H C H C E E E H,2
0, H C H C E E E E,210
0, H C H H C C C C,1350
0, H C H H C C C H,367
0, H C H H C C C E,77
0, H C H H C C H C,17
0, H C H H C C H H,177
0, H C H H C C H E,1
0, H C H H C C E C,4
0, H C H H C C E H,0
0, H C H H C C E E,120
0, H C H H C H C C,11
0, H C H H C H C H,2
0, H C H H C H C E,0
0, H C H H C H H C,10
0, H C H H C H H H,139
0, H C H H C H H E,0
0, H C H H C H E C,0
0, H C H H C H E H,0
0, H C H H C H E E,1
0, H C H H C E C C,4
0, H C H H C E C H,0
0, H C H H C E C E,5
0, H C H H C E H C,0
0, H C H H C E H H,1
0, H C H H C E H E,0
0, H C H H C E E C,3
0, H C H H C E E H,0
0, H C H H C E E E,337
0, H C H H H C C C,3886
0, H C H H H C C H,788
0, H C H H H C C E,472
0, H C H H H C H C,21
0, H C H H H C H H,271
0, H C H H H C H E,0
0, H C H H H C E C,2
0, H C H H H C E H,0
0, H C H H H C E E,309
0, H C H H H H C C,2563
0, H C H H H H C H,102
0, H C H H H H C E,107
0, H C H H H H H C,2457
0, H C H H H H H H,32150
0, H C H H H H H E,5
0, H C H H H H E C,2
0, H C H H H H E H,0
0, H C H H H H E E,36
0, H C H H H E C C,8
0, H C H H H E C H,0
0, H C H H H E C E,68
0, H C H H H E H C,0
0, H C H H H E H H,0
0, H C H H H E H E,0
0, H C H H H E E C,16
0, H C H H H E E H,0
0, H C H H H E E E,1136
0, H C H H E C C C,13
0, H C H H E C C H,0
0, H C H H E C C E,0
0, H C H H E C H C,0
0, H C H H E C H H,0
0, H C H H E C H E,0
0, H C H H E C E C,0
0, H C H H E C E H,0
0, H C H H E C E E,0
0, H C H H E H C C,4
0, H C H H E H C H,0
0, H C H H E H C E,0
0, H C H H E H H C,0
0, H C H H E H H H,0
0, H C H H E H H E,0
0, H C H H E H E C,0
0, H C H H E H E H,0
0, H C H H E H E E,0
0, H C H H E E C C,12
0, H C H H E E C H,0
0, H C H H E E C E,0
0, H C H H E E H C,0
0, H C H H E E H H,0
0, H C H H E E H E,0
0, H C H H E E E C,4
0, H C H H E E E H,0
0, H C H H E E E E,42
0, H C H E C C C C,4
0, H C H E C C C H,0
0, H C H E C C C E,0
0, H C H E C C H C,0
0, H C H E C C H H,0
0, H C H E C C H E,0
0, H C H E C C E C,0
0, H C H E C C E H,0
0, H C H E C C E E,0
0, H C H E C H C C,0
0, H C H E C H C H,0
0, H C H E C H C E,0
0, H C H E C H H C,0
0, H C H E C H H H,0
0, H C H E C H H E,0
0, H C H E C H E C,0
0, H C H E C H E H,0
0, H C H E C H E E,0
0, H C H E C E C C,0
0, H C H E C E C H,0
0, H C H E C E C E,0
0, H C H E C E H C,0
0, H C H E C E H H,0
0, H C H E C E H E,0
0, H C H E C E E C,1
0, H C H E C E E H,0
0, H C H E C E E E,7
0, H C H E H C C C,0
0, H C H E H C C H,0
0, H C H E H C C E,0
0, H C H E H C H C,0
0, H C H E H C H H,0
0, H C H E H C H E,0
0, H C H E H C E C,0
0, H C H E H C E H,0
0, H C H E H C E E,0
0, H C H E H H C C,0
0, H C H E H H C H,0
0, H C H E H H C E,0
0, H C H E H H H C,0
0, H C H E H H H H,0
0, H C H E H H H E,0
0, H C H E H H E C,0
0, H C H E H H E H,0
0, H C H E H H E E,0
0, H C H E H E C C,0
0, H C H E H E C H,0
0, H C H E H E C E,0
0, H C H E H E H C,0
0, H C H E H E H H,0
0, H C H E H E H E,0
0, H C H E H E E C,0
0, H C H E H E E H,0
0, H C H E H E E E,0
0, H C H E E C C C,30
0, H C H E E C C H,0
0, H C H E E C C E,0
0, H C H E E C H C,0
0, H C H E E C H H,0
0, H C H E E C H E,0
0, H C H E E C E C,0
0, H C H E E C E H,1
0, H C H E E C E E,0
0, H C H E E H C C,0
0, H C H E E H C H,0
0, H C H E E H C E,0
0, H C H E E H H C,0
0, H C H E E H H H,0
0, H C H E E H H E,0
0, H C H E E H E C,0
0, H C H E E H E H,0
0, H C H E E H E E,0
0, H C H E E E C C,98
0, H C H E E E C H,2
0, H C H E E E C E,0
0, H C H E E E H C,0
0, H C H E E E H H,0
0, H C H E E E H E,0
0, H C H E E E E C,62
0, H C H E E E E H,9
0, H C H E E E E E,128
0, H C E C C C C C,1112
0, H C E C C C C H,128
0, H C E C C C C E,212
0, H C E C C C H C,7
0, H C E C C C H H,114
0, H C E C C C H E,0
0, H C E C C C E C,3
0, H C E C C C E H,0
0, H C E C C C E E,42
0, H C E C C H C C,5
0, H C E C C H C H,36
0, H C E C C H C E,0
0, H C E C C H H C,1
0, H C E C C H H H,142
0, H C E C C H H E,0
0, H C E C C H E C,0
0, H C E C C H E H,0
0, H C E C C H E E,0
0, H C E C C E C C,32
0, H C E C C E C H,0
0, H C E C C E C E,0
0, H C E C C E H C,0
0, H C E C C E H H,0
0, H C E C C E H E,0
0, H C E C C E E C,17
0, H C E C C E E H,1
0, H C E C C E E E,74
0, H C E C H C C C,1
0, H C E C H C C H,0
0, H C E C H C C E,4
0, H C E C H C H C,2
0, H C E C H C H H,0
0, H C E C H C H E,0
0, H C E C H C E C,0
0, H C E C H C E H,0
0, H C E C H C E E,0
0, H C E C H H C C,13
0, H C E C H H C H,0
0, H C E C H H C E,0
0, H C E C H H H C,3
0, H C E C H H H H,171
0, H C E C H H H E,0
0, H C E C H H E C,0
0, H C E C H H E H,0
0, H C E C H H E E,0
0, H C E C H E C C,0
0, H C E C H E C H,0
0, H C E C H E C E,0
0, H C E C H E H C,0
0, H C E C H E H H,0
0, H C E C H E H E,0
0, H C E C H E E C,0
0, H C E C H E E H,0
0, H C E C H E E E,0
0, H C E C E C C C,9
0, H C E C E C C H,1
0, H C E C E C C E,0
0, H C E C E C H C,0
0, H C E C E C H H,1
0, H C E C E C H E,0
0, H C E C E C E C,0
0, H C E C E C E H,0
0, H C E C E C E E,1
0, H C E C E H C C,0
0, H C E C E H C H,0
0, H C E C E H C E,0
0, H C E C E H H C,0
0, H C E C E H H H,0
0, H C E C E H H E,0
0, H C E C E H E C,0
0, H C E C E H E H,0
0, H C E C E H E E,0
0, H C E C E E C C,4
0, H C E C E E C H,0
0, H C E C E E C E,1
0, H C E C E E H C,0
0, H C E C E E H H,0
0, H C E C E E H E,0
0, H C E C E E E C,6
0, H C E C E E E H,0
0, H C E C E E E E,80
0, H C E H C C C C,0
0, H C E H C C C H,0
0, H C E H C C C E,0
0, H C E H C C H C,0
0, H C E H C C H H,0
0, H C E H C C H E,0
0, H C E H C C E C,0
0, H C E H C C E H,0
0, H C E H C C E E,0
0, H C E H C H C C,0
0, H C E H C H C H,0
0, H C E H C H C E,0
0, H C E H C H H C,0
0, H C E H C H H H,0
0, H C E H C H H E,0
0, H C E H C H E C,0
0, H C E H C H E H,0
0, H C E H C H E E,0
0, H C E H C E C C,0
0, H C E H C E C H,0
0, H C E H C E C E,0
0, H C E H C E H C,0
0, H C E H C E H H,0
0, H C E H C E H E,0
0, H C E H C E E C,0
0, H C E H C E E H,0
0, H C E H C E E E,0
0, H C E H H C C C,0
0, H C E H H C C H,0
0, H C E H H C C E,2
0, H C E H H C H C,0
0, H C E H H C H H,0
0, H C E H H C H E,0
0, H C E H H C E C,0
0, H C E H H C E H,0
0, H C E H H C E E,0
0, H C E H H H C C,1
0, H C E H H H C H,1
0, H C E H H H C E,0
0, H C E H H H H C,1
0, H C E H H H H H,7
0, H C E H H H H E,0
0, H C E H H H E C,0
0, H C E H H H E H,0
0, H C E H H H E E,0
0, H C E H H E C C,0
0, H C E H H E C H,0
0, H C E H H E C E,0
0, H C E H H E H C,0
0, H C E H H E H H,0
0, H C E H H E H E,0
0, H C E H H E E C,0
0, H C E H H E E H,0
0, H C E H H E E E,0
0, H C E H E C C C,0
0, H C E H E C C H,0
0, H C E H E C C E,0
0, H C E H E C H C,0
0, H C E H E C H H,0
0, H C E H E C H E,0
0, H C E H E C E C,0
0, H C E H E C E H,0
0, H C E H E C E E,0
0, H C E H E H C C,0
0, H C E H E H C H,0
0, H C E H E H C E,0
0, H C E H E H H C,0
0, H C E H E H H H,0
0, H C E H E H H E,0
0, H C E H E H E C,0
0, H C E H E H E H,0
0, H C E H E H E E,0
0, H C E H E E C C,0
0, H C E H E E C H,0
0, H C E H E E C E,0
0, H C E H E E H C,0
0, H C E H E E H H,0
0, H C E H E E H E,0
0, H C E H E E E C,0
0, H C E H E E E H,0
0, H C E H E E E E,0
0, H C E E C C C C,1429
0, H C E E C C C H,161
0, H C E E C C C E,200
0, H C E E C C H C,1
0, H C E E C C H H,113
0, H C E E C C H E,0
0, H C E E C C E C,31
0, H C E E C C E H,0
0, H C E E C C E E,737
0, H C E E C H C C,2
0, H C E E C H C H,2
0, H C E E C H C E,0
0, H C E E C H H C,0
0, H C E E C H H H,84
0, H C E E C H H E,0
0, H C E E C H E C,0
0, H C E E C H E H,0
0, H C E E C H E E,0
0, H C E E C E C C,10
0, H C E E C E C H,0
0, H C E E C E C E,4
0, H C E E C E H C,0
0, H C E E C E H H,0
0, H C E E C E H E,0
0, H C E E C E E C,4
0, H C E E C E E H,7
0, H C E E C E E E,63
0, H C E E H C C C,0
0, H C E E H C C H,0
0, H C E E H C C E,0
0, H C E E H C H C,0
0, H C E E H C H H,0
0, H C E E H C H E,0
0, H C E E H C E C,0
0, H C E E H C E H,0
0, H C E E H C E E,0
0, H C E E H H C C,2
0, H C E E H H C H,0
0, H C E E H H C E,0
0, H C E E H H H C,26
0, H C E E H H H H,42
0, H C E E H H H E,0
0, H C E E H H E C,0
0, H C E E H H E H,0
0, H C E E H H E E,1
0, H C E E H E C C,0
0, H C E E H E C H,0
0, H C E E H E C E,0
0, H C E E H E H C,0
0, H C E E H E H H,0
0, H C E E H E H E,0
0, H C E E H E E C,0
0, H C E E H E E H,0
