,A,B
0, H C E E H E E E,0
0, H C E E E C C C,1965
0, H C E E E C C H,149
0, H C E E E C C E,450
0, H C E E E C H C,1
0, H C E E E C H H,34
0, H C E E E C H E,0
0, H C E E E C E C,28
0, H C E E E C E H,0
0, H C E E E C E E,54
0, H C E E E H C C,2
0, H C E E E H C H,0
0, H C E E E H C E,0
0, H C E E E H H C,3
0, H C E E E H H H,28
0, H C E E E H H E,0
0, H C E E E H E C,0
0, H C E E E H E H,0
0, H C E E E H E E,0
0, H C E E E E C C,2580
0, H C E E E E C H,30
0, H C E E E E C E,19
0, H C E E E E H C,0
0, H C E E E E H H,22
0, H C E E E E H E,0
0, H C E E E E E C,1943
0, H C E E E E E H,54
0, H C E E E E E E,2614
0, H H C C C C C C,300760
0, H H C C C C C H,41393
0, H H C C C C C E,64110
0, H H C C C C H C,1622
0, H H C C C C H H,61637
0, H H C C C C H E,87
0, H H C C C C E C,3377
0, H H C C C C E H,191
0, H H C C C C E E,100742
0, H H C C C H C C,1533
0, H H C C C H C H,448
0, H H C C C H C E,43
0, H H C C C H H C,1959
0, H H C C C H H H,59332
0, H H C C C H H E,22
0, H H C C C H E C,1
0, H H C C C H E H,1
0, H H C C C H E E,108
0, H H C C C E C C,3168
0, H H C C C E C H,219
0, H H C C C E C E,559
0, H H C C C E H C,18
0, H H C C C E H H,353
0, H H C C C E H E,6
0, H H C C C E E C,6676
0, H H C C C E E H,137
0, H H C C C E E E,85912
0, H H C C H C C C,879
0, H H C C H C C H,90
0, H H C C H C C E,75
0, H H C C H C H C,180
0, H H C C H C H H,181
0, H H C C H C H E,55
0, H H C C H C E C,5
0, H H C C H C E H,0
0, H H C C H C E E,18
0, H H C C H H C C,1562
0, H H C C H H C H,105
0, H H C C H H C E,123
0, H H C C H H H C,5145
0, H H C C H H H H,43746
0, H H C C H H H E,620
0, H H C C H H E C,2
0, H H C C H H E H,1
0, H H C C H H E E,31
0, H H C C H E C C,1
0, H H C C H E C H,0
0, H H C C H E C E,0
0, H H C C H E H C,0
0, H H C C H E H H,2
0, H H C C H E H E,0
0, H H C C H E E C,2
0, H H C C H E E H,0
0, H H C C H E E E,26
0, H H C C E C C C,1417
0, H H C C E C C H,230
0, H H C C E C C E,194
0, H H C C E C H C,3
0, H H C C E C H H,78
0, H H C C E C H E,0
0, H H C C E C E C,63
0, H H C C E C E H,0
0, H H C C E C E E,139
0, H H C C E H C C,0
0, H H C C E H C H,0
0, H H C C E H C E,0
0, H H C C E H H C,11
0, H H C C E H H H,73
0, H H C C E H H E,2
0, H H C C E H E C,1
0, H H C C E H E H,0
0, H H C C E H E E,0
0, H H C C E E C C,2632
0, H H C C E E C H,313
0, H H C C E E C E,103
0, H H C C E E H C,6
0, H H C C E E H H,104
0, H H C C E E H E,0
0, H H C C E E E C,5088
0, H H C C E E E H,27
0, H H C C E E E E,31487
0, H H C H C C C C,1453
0, H H C H C C C H,146
0, H H C H C C C E,97
0, H H C H C C H C,5
0, H H C H C C H H,179
0, H H C H C C H E,0
0, H H C H C C E C,2
0, H H C H C C E H,0
0, H H C H C C E E,372
0, H H C H C H C C,199
0, H H C H C H C H,22
0, H H C H C H C E,10
0, H H C H C H H C,29
0, H H C H C H H H,223
0, H H C H C H H E,1
0, H H C H C H E C,7
0, H H C H C H E H,0
0, H H C H C H E E,91
0, H H C H C E C C,17
0, H H C H C E C H,0
0, H H C H C E C E,0
0, H H C H C E H C,0
0, H H C H C E H H,0
0, H H C H C E H E,0
0, H H C H C E E C,2
0, H H C H C E E H,0
0, H H C H C E E E,18
0, H H C H H C C C,1520
0, H H C H H C C H,183
0, H H C H H C C E,74
0, H H C H H C H C,11
0, H H C H H C H H,136
0, H H C H H C H E,0
0, H H C H H C E C,8
0, H H C H H C E H,0
0, H H C H H C E E,340
0, H H C H H H C C,4857
0, H H C H H H C H,279
0, H H C H H H C E,289
0, H H C H H H H C,2514
0, H H C H H H H H,32279
0, H H C H H H H E,33
0, H H C H H H E C,75
0, H H C H H H E H,0
0, H H C H H H E E,1149
0, H H C H H E C C,13
0, H H C H H E C H,0
0, H H C H H E C E,0
0, H H C H H E H C,0
0, H H C H H E H H,0
0, H H C H H E H E,0
0, H H C H H E E C,8
0, H H C H H E E H,0
0, H H C H H E E E,41
0, H H C H E C C C,0
0, H H C H E C C H,0
0, H H C H E C C E,0
0, H H C H E C H C,0
0, H H C H E C H H,0
0, H H C H E C H E,0
0, H H C H E C E C,0
0, H H C H E C E H,0
0, H H C H E C E E,0
0, H H C H E H C C,0
0, H H C H E H C H,0
0, H H C H E H C E,0
0, H H C H E H H C,0
0, H H C H E H H H,0
0, H H C H E H H E,0
0, H H C H E H E C,0
0, H H C H E H E H,0
0, H H C H E H E E,0
0, H H C H E E C C,26
0, H H C H E E C H,0
0, H H C H E E C E,1
0, H H C H E E H C,0
0, H H C H E E H H,0
0, H H C H E E H E,0
0, H H C H E E E C,3
0, H H C H E E E H,0
0, H H C H E E E E,16
0, H H C E C C C C,1375
0, H H C E C C C H,119
0, H H C E C C C E,42
0, H H C E C C H C,40
0, H H C E C C H H,140
0, H H C E C C H E,0
0, H H C E C C E C,32
0, H H C E C C E H,0
0, H H C E C C E E,90
0, H H C E C H C C,5
0, H H C E C H C H,2
0, H H C E C H C E,0
0, H H C E C H H C,13
0, H H C E C H H H,171
0, H H C E C H H E,0
0, H H C E C H E C,0
0, H H C E C H E H,0
0, H H C E C H E E,0
0, H H C E C E C C,10
0, H H C E C E C H,1
0, H H C E C E C E,1
0, H H C E C E H C,0
0, H H C E C E H H,0
0, H H C E C E H E,0
0, H H C E C E E C,5
0, H H C E C E E H,0
0, H H C E C E E E,83
0, H H C E H C C C,0
0, H H C E H C C H,0
0, H H C E H C C E,0
0, H H C E H C H C,0
0, H H C E H C H H,0
0, H H C E H C H E,0
0, H H C E H C E C,0
0, H H C E H C E H,0
0, H H C E H C E E,0
0, H H C E H H C C,2
0, H H C E H H C H,0
0, H H C E H H C E,0
0, H H C E H H H C,2
0, H H C E H H H H,7
0, H H C E H H H E,0
0, H H C E H H E C,0
0, H H C E H H E H,0
0, H H C E H H E E,0
0, H H C E H E C C,0
0, H H C E H E C H,0
0, H H C E H E C E,0
0, H H C E H E H C,0
0, H H C E H E H H,0
0, H H C E H E H E,0
0, H H C E H E E C,0
0, H H C E H E E H,0
0, H H C E H E E E,0
0, H H C E E C C C,1755
0, H H C E E C C H,111
0, H H C E E C C E,766
0, H H C E E C H C,3
0, H H C E E C H H,81
0, H H C E E C H E,0
0, H H C E E C E C,14
0, H H C E E C E H,0
0, H H C E E C E E,69
0, H H C E E H C C,0
0, H H C E E H C H,0
0, H H C E E H C E,0
0, H H C E E H H C,1
0, H H C E E H H H,66
0, H H C E E H H E,1
0, H H C E E H E C,0
0, H H C E E H E H,0
0, H H C E E H E E,0
0, H H C E E E C C,2474
0, H H C E E E C H,34
0, H H C E E E C E,81
0, H H C E E E H C,2
0, H H C E E E H H,26
0, H H C E E E H E,0
0, H H C E E E E C,2379
0, H H C E E E E H,18
0, H H C E E E E E,4349
0, H H H C C C C C,395289
0, H H H C C C C H,60656
0, H H H C C C C E,103207
0, H H H C C C H C,1937
0, H H H C C C H H,58089
0, H H H C C C H E,108
0, H H H C C C E C,3780
0, H H H C C C E H,355
0, H H H C C C E E,91214
0, H H H C C H C C,951
0, H H H C C H C H,397
0, H H H C C H C E,20
0, H H H C C H H C,1731
0, H H H C C H H H,47430
0, H H H C C H H E,34
0, H H H C C H E C,1
0, H H H C C H E H,2
0, H H H C C H E E,27
0, H H H C C E C C,1742
0, H H H C C E C H,67
0, H H H C C E C E,199
0, H H H C C E H C,0
0, H H H C C E H H,85
0, H H H C C E H E,0
0, H H H C C E E C,2804
0, H H H C C E E H,105
0, H H H C C E E E,35500
0, H H H C H C C C,1594
0, H H H C H C C H,172
0, H H H C H C C E,372
0, H H H C H C H C,221
0, H H H C H C H H,243
0, H H H C H C H E,98
0, H H H C H C E C,5
0, H H H C H C E H,0
0, H H H C H C E E,20
0, H H H C H H C C,1712
0, H H H C H H C H,138
0, H H H C H H C E,348
0, H H H C H H H C,5347
0, H H H C H H H H,33113
0, H H H C H H H E,1223
0, H H H C H H E C,13
0, H H H C H H E H,0
0, H H H C H H E E,47
0, H H H C H E C C,0
0, H H H C H E C H,0
0, H H H C H E C E,0
0, H H H C H E H C,0
0, H H H C H E H H,0
0, H H H C H E H E,0
0, H H H C H E E C,27
0, H H H C H E E H,0
0, H H H C H E E E,17
0, H H H C E C C C,1381
0, H H H C E C C H,143
0, H H H C E C C E,121
0, H H H C E C H C,7
0, H H H C E C H H,171
0, H H H C E C H E,0
0, H H H C E C E C,12
0, H H H C E C E H,0
0, H H H C E C E E,75
0, H H H C E H C C,0
0, H H H C E H C H,0
0, H H H C E H C E,0
0, H H H C E H H C,2
0, H H H C E H H H,7
0, H H H C E H H E,0
0, H H H C E H E C,0
0, H H H C E H E H,0
0, H H H C E H E E,0
0, H H H C E E C C,2588
0, H H H C E E C H,84
0, H H H C E E C E,76
0, H H H C E E H C,0
0, H H H C E E H H,67
0, H H H C E E H E,0
0, H H H C E E E C,2450
0, H H H C E E E H,22
0, H H H C E E E E,5535
0, H H H H C C C C,515072
0, H H H H C C C H,52744
0, H H H H C C C E,89672
0, H H H H C C H C,1191
0, H H H H C C H H,35785
0, H H H H C C H E,19
0, H H H H C C E C,1491
0, H H H H C C E H,33
0, H H H H C C E E,31701
0, H H H H C H C C,1923
0, H H H H C H C H,521
0, H H H H C H C E,20
0, H H H H C H H C,2051
0, H H H H C H H H,34522
0, H H H H C H H E,52
0, H H H H C H E C,0
0, H H H H C H E H,0
0, H H H H C H E E,37
0, H H H H C E C C,1150
0, H H H H C E C H,132
0, H H H H C E C E,82
0, H H H H C E H C,0
0, H H H H C E H H,3
0, H H H H C E H E,0
0, H H H H C E E C,1384
0, H H H H C E E H,29
0, H H H H C E E E,4489
0, H H H H H C C C,621466
0, H H H H H C C H,32159
0, H H H H H C C E,30588
0, H H H H H C H C,2300
0, H H H H H C H H,33330
0, H H H H H C H E,12
0, H H H H H C E C,1080
0, H H H H H C E H,2
0, H H H H H C E E,4936
0, H H H H H H C C,651035
0, H H H H H H C H,33050
0, H H H H H H C E,5544
0, H H H H H H H C,647326
0, H H H H H H H H,830211
0, H H H H H H H E,3481
0, H H H H H H E C,672
0, H H H H H H E H,18
0, H H H H H H E E,3514
0, H H H H H E C C,607
0, H H H H H E C H,2
0, H H H H H E C E,182
0, H H H H H E H C,13
0, H H H H H E H H,22
0, H H H H H E H E,7
0, H H H H H E E C,473
0, H H H H H E E H,28
0, H H H H H E E E,3334
0, H H H H E C C C,675
0, H H H H E C C H,107
0, H H H H E C C E,128
0, H H H H E C H C,0
0, H H H H E C H H,3
0, H H H H E C H E,0
0, H H H H E C E C,22
0, H H H H E C E H,0
0, H H H H E C E E,177
0, H H H H E H C C,7
0, H H H H E H C H,7
0, H H H H E H C E,0
0, H H H H E H H C,9
0, H H H H E H H H,18
0, H H H H E H H E,0
0, H H H H E H E C,5
0, H H H H E H E H,0
0, H H H H E H E E,3
0, H H H H E E C C,471
0, H H H H E E C H,88
0, H H H H E E C E,11
0, H H H H E E H C,6
0, H H H H E E H H,27
0, H H H H E E H E,0
0, H H H H E E E C,637
0, H H H H E E E H,14
0, H H H H E E E E,3445
0, H H H E C C C C,890
0, H H H E C C C H,108
0, H H H E C C C E,49
0, H H H E C C H C,40
0, H H H E C C H H,119
0, H H H E C C H E,0
0, H H H E C C E C,35
0, H H H E C C E H,0
0, H H H E C C E E,99
0, H H H E C H C C,0
0, H H H E C H C H,0
0, H H H E C H C E,0
0, H H H E C H H C,1
0, H H H E C H H H,10
0, H H H E C H H E,0
0, H H H E C H E C,0
0, H H H E C H E H,0
0, H H H E C H E E,0
0, H H H E C E C C,17
0, H H H E C E C H,15
0, H H H E C E C E,2
0, H H H E C E H C,0
0, H H H E C E H H,0
0, H H H E C E H E,0
0, H H H E C E E C,44
0, H H H E C E E H,0
0, H H H E C E E E,439
0, H H H E H C C C,9
0, H H H E H C C H,0
0, H H H E H C C E,0
0, H H H E H C H C,0
0, H H H E H C H H,7
0, H H H E H C H E,0
0, H H H E H C E C,0
0, H H H E H C E H,0
0, H H H E H C E E,0
0, H H H E H H C C,5
0, H H H E H H C H,4
0, H H H E H H C E,0
0, H H H E H H H C,1
0, H H H E H H H H,20
0, H H H E H H H E,2
0, H H H E H H E C,0
0, H H H E H H E H,0
0, H H H E H H E E,0
0, H H H E H E C C,3
0, H H H E H E C H,1
0, H H H E H E C E,1
0, H H H E H E H C,0
0, H H H E H E H H,0
0, H H H E H E H E,0
0, H H H E H E E C,2
0, H H H E H E E H,0
0, H H H E H E E E,1
0, H H H E E C C C,548
0, H H H E E C C H,200
0, H H H E E C C E,74
0, H H H E E C H C,3
0, H H H E E C H H,124
0, H H H E E C H E,0
0, H H H E E C E C,1
0, H H H E E C E H,0
0, H H H E E C E E,12
0, H H H E E H C C,6
0, H H H E E H C H,0
0, H H H E E H C E,0
0, H H H E E H H C,4
0, H H H E E H H H,28
0, H H H E E H H E,0
0, H H H E E H E C,0
0, H H H E E H E H,0
0, H H H E E H E E,1
0, H H H E E E C C,2656
0, H H H E E E C H,169
0, H H H E E E C E,14
0, H H H E E E H C,1
0, H H H E E E H H,26
0, H H H E E E H E,2
0, H H H E E E E C,2520
0, H H H E E E E H,44
0, H H H E E E E E,7093
0, H H E C C C C C,857
0, H H E C C C C H,30
0, H H E C C C C E,52
0, H H E C C C H C,1
0, H H E C C C H H,120
0, H H E C C C H E,0
0, H H E C C C E C,8
0, H H E C C C E H,1
0, H H E C C C E E,40
0, H H E C C H C C,3
0, H H E C C H C H,37
0, H H E C C H C E,0
0, H H E C C H H C,1
0, H H E C C H H H,122
0, H H E C C H H E,0
0, H H E C C H E C,0
0, H H E C C H E H,0
0, H H E C C H E E,0
0, H H E C C E C C,35
0, H H E C C E C H,0
0, H H E C C E C E,0
0, H H E C C E H C,0
0, H H E C C E H H,0
0, H H E C C E H E,0
0, H H E C C E E C,63
0, H H E C C E E H,0
0, H H E C C E E E,39
0, H H E C H C C C,0
0, H H E C H C C H,0
0, H H E C H C C E,0
0, H H E C H C H C,0
0, H H E C H C H H,0
0, H H E C H C H E,0
0, H H E C H C E C,0
0, H H E C H C E H,0
0, H H E C H C E E,0
0, H H E C H H C C,1
0, H H E C H H C H,0
0, H H E C H H C E,0
0, H H E C H H H C,4
0, H H E C H H H H,6
0, H H E C H H H E,0
0, H H E C H H E C,0
0, H H E C H H E H,0
0, H H E C H H E E,0
0, H H E C H E C C,0
0, H H E C H E C H,0
0, H H E C H E C E,0
0, H H E C H E H C,0
0, H H E C H E H H,0
0, H H E C H E H E,0
0, H H E C H E E C,0
0, H H E C H E E H,0
0, H H E C H E E E,0
0, H H E C E C C C,14
0, H H E C E C C H,0
0, H H E C E C C E,4
0, H H E C E C H C,0
0, H H E C E C H H,15
0, H H E C E C H E,0
0, H H E C E C E C,2
0, H H E C E C E H,0
0, H H E C E C E E,0
0, H H E C E H C C,0
0, H H E C E H C H,0
0, H H E C E H C E,0
0, H H E C E H H C,0
0, H H E C E H H H,0
0, H H E C E H H E,0
0, H H E C E H E C,0
0, H H E C E H E H,0
0, H H E C E H E E,0
0, H H E C E E C C,38
0, H H E C E E C H,0
0, H H E C E E C E,6
0, H H E C E E H C,0
0, H H E C E E H H,0
0, H H E C E E H E,0
0, H H E C E E E C,17
0, H H E C E E E H,0
0, H H E C E E E E,423
0, H H E H C C C C,14
0, H H E H C C C H,0
0, H H E H C C C E,0
0, H H E H C C H C,0
0, H H E H C C H H,0
0, H H E H C C H E,0
0, H H E H C C E C,0
0, H H E H C C E H,0
0, H H E H C C E E,0
0, H H E H C H C C,0
0, H H E H C H C H,0
0, H H E H C H C E,0
0, H H E H C H H C,1
0, H H E H C H H H,6
0, H H E H C H H E,0
0, H H E H C H E C,0
0, H H E H C H E H,0
0, H H E H C H E E,0
0, H H E H C E C C,0
0, H H E H C E C H,0
0, H H E H C E C E,0
0, H H E H C E H C,0
0, H H E H C E H H,0
0, H H E H C E H E,0
0, H H E H C E E C,0
0, H H E H C E E H,0
0, H H E H C E E E,0
0, H H E H H C C C,6
0, H H E H H C C H,1
0, H H E H H C C E,0
0, H H E H H C H C,0
0, H H E H H C H H,4
0, H H E H H C H E,0
0, H H E H H C E C,0
0, H H E H H C E H,0
0, H H E H H C E E,0
0, H H E H H H C C,1
0, H H E H H H C H,0
0, H H E H H H C E,0
0, H H E H H H H C,8
0, H H E H H H H H,38
0, H H E H H H H E,0
0, H H E H H H E C,0
0, H H E H H H E H,0
0, H H E H H H E E,2
0, H H E H H E C C,0
0, H H E H H E C H,0
0, H H E H H E C E,0
0, H H E H H E H C,0
0, H H E H H E H H,0
0, H H E H H E H E,0
0, H H E H H E E C,0
0, H H E H H E E H,0
0, H H E H H E E E,0
0, H H E H E C C C,4
0, H H E H E C C H,1
0, H H E H E C C E,0
0, H H E H E C H C,0
0, H H E H E C H H,1
0, H H E H E C H E,0
0, H H E H E C E C,1
0, H H E H E C E H,0
0, H H E H E C E E,0
0, H H E H E H C C,0
0, H H E H E H C H,0
0, H H E H E H C E,0
0, H H E H E H H C,0
0, H H E H E H H H,1
0, H H E H E H H E,0
0, H H E H E H E C,0
0, H H E H E H E H,0
0, H H E H E H E E,0
0, H H E H E E C C,12
0, H H E H E E C H,0
0, H H E H E E C E,0
0, H H E H E E H C,0
0, H H E H E E H H,0
0, H H E H E E H E,0
0, H H E H E E E C,0
0, H H E H E E E H,0
0, H H E H E E E E,1
0, H H E E C C C C,583
0, H H E E C C C H,42
0, H H E E C C C E,24
0, H H E E C C H C,5
0, H H E E C C H H,200
0, H H E E C C H E,0
0, H H E E C C E C,11
0, H H E E C C E H,0
0, H H E E C C E E,67
0, H H E E C H C C,3
0, H H E E C H C H,0
0, H H E E C H C E,0
0, H H E E C H H C,0
0, H H E E C H H H,125
0, H H E E C H H E,0
0, H H E E C H E C,0
0, H H E E C H E H,0
0, H H E E C H E E,0
0, H H E E C E C C,1
0, H H E E C E C H,0
0, H H E E C E C E,1
0, H H E E C E H C,0
0, H H E E C E H H,0
0, H H E E C E H E,0
0, H H E E C E E C,7
0, H H E E C E E H,0
0, H H E E C E E E,9
0, H H E E H C C C,6
0, H H E E H C C H,0
0, H H E E H C C E,0
0, H H E E H C H C,0
0, H H E E H C H H,0
0, H H E E H C H E,0
0, H H E E H C E C,0
0, H H E E H C E H,0
0, H H E E H C E E,0
0, H H E E H H C C,3
0, H H E E H H C H,1
0, H H E E H H C E,0
0, H H E E H H H C,0
0, H H E E H H H H,36
0, H H E E H H H E,0
0, H H E E H H E C,0
0, H H E E H H E H,1
0, H H E E H H E E,1
0, H H E E H E C C,0
0, H H E E H E C H,0
0, H H E E H E C E,0
0, H H E E H E H C,0
0, H H E E H E H H,0
0, H H E E H E H E,0
0, H H E E H E E C,0
0, H H E E H E E H,0
0, H H E E H E E E,1
0, H H E E E C C C,2545
0, H H E E E C C H,159
0, H H E E E C C E,69
0, H H E E E C H C,8
0, H H E E E C H H,165
0, H H E E E C H E,0
0, H H E E E C E C,4
0, H H E E E C E H,0
0, H H E E E C E E,10
0, H H E E E H C C,1
0, H H E E E H C H,0
0, H H E E E H C E,0
0, H H E E E H H C,2
0, H H E E E H H H,27
0, H H E E E H H E,0
0, H H E E E H E C,0
0, H H E E E H E H,2
0, H H E E E H E E,2
0, H H E E E E C C,2557
0, H H E E E E C H,68
0, H H E E E E C E,18
0, H H E E E E H C,3
0, H H E E E E H H,47
0, H H E E E E H E,0
0, H H E E E E E C,2809
0, H H E E E E E H,40
0, H H E E E E E E,4436
0, H E C C C C C C,596
0, H E C C C C C H,45
0, H E C C C C C E,252
0, H E C C C C H C,18
0, H E C C C C H H,16
0, H E C C C C H E,0
0, H E C C C C E C,3
0, H E C C C C E H,0
0, H E C C C C E E,49
0, H E C C C H C C,3
0, H E C C C H C H,0
0, H E C C C H C E,0
0, H E C C C H H C,1
0, H E C C C H H H,121
0, H E C C C H H E,0
0, H E C C C H E C,0
0, H E C C C H E H,0
0, H E C C C H E E,0
0, H E C C C E C C,7
0, H E C C C E C H,0
0, H E C C C E C E,1
0, H E C C C E H C,0
0, H E C C C E H H,1
0, H E C C C E H E,0
0, H E C C C E E C,8
0, H E C C C E E H,0
0, H E C C C E E E,33
0, H E C C H C C C,3
0, H E C C H C C H,0
0, H E C C H C C E,0
0, H E C C H C H C,37
0, H E C C H C H H,0
0, H E C C H C H E,0
0, H E C C H C E C,0
0, H E C C H C E H,0
0, H E C C H C E E,0
0, H E C C H H C C,1
0, H E C C H H C H,0
0, H E C C H H C E,0
0, H E C C H H H C,16
0, H E C C H H H H,110
0, H E C C H H H E,0
0, H E C C H H E C,0
0, H E C C H H E H,0
0, H E C C H H E E,0
0, H E C C H E C C,0
0, H E C C H E C H,0
0, H E C C H E C E,0
0, H E C C H E H C,0
0, H E C C H E H H,0
0, H E C C H E H E,0
0, H E C C H E E C,0
0, H E C C H E E H,0
0, H E C C H E E E,0
0, H E C C E C C C,34
0, H E C C E C C H,0
0, H E C C E C C E,2
0, H E C C E C H C,0
0, H E C C E C H H,0
0, H E C C E C H E,0
0, H E C C E C E C,0
0, H E C C E C E H,0
0, H E C C E C E E,0
0, H E C C E H C C,0
0, H E C C E H C H,0
0, H E C C E H C E,0
0, H E C C E H H C,0
0, H E C C E H H H,0
0, H E C C E H H E,0
0, H E C C E H E C,0
0, H E C C E H E H,0
0, H E C C E H E E,0
0, H E C C E E C C,63
0, H E C C E E C H,0
0, H E C C E E C E,0
0, H E C C E E H C,0
0, H E C C E E H H,0
0, H E C C E E H E,0
0, H E C C E E E C,5
0, H E C C E E E H,0
0, H E C C E E E E,36
0, H E C H C C C C,0
0, H E C H C C C H,0
0, H E C H C C C E,0
0, H E C H C C H C,0
0, H E C H C C H H,0
0, H E C H C C H E,0
0, H E C H C C E C,0
0, H E C H C C E H,0
0, H E C H C C E E,0
0, H E C H C H C C,0
0, H E C H C H C H,0
0, H E C H C H C E,0
0, H E C H C H H C,0
0, H E C H C H H H,0
0, H E C H C H H E,0
0, H E C H C H E C,0
0, H E C H C H E H,0
0, H E C H C H E E,0
0, H E C H C E C C,0
0, H E C H C E C H,0
0, H E C H C E C E,0
0, H E C H C E H C,0
0, H E C H C E H H,0
0, H E C H C E H E,0
0, H E C H C E E C,0
0, H E C H C E E H,0
0, H E C H C E E E,0
0, H E C H H C C C,1
0, H E C H H C C H,0
0, H E C H H C C E,0
0, H E C H H C H C,0
0, H E C H H C H H,0
0, H E C H H C H E,0
0, H E C H H C E C,0
0, H E C H H C E H,0
0, H E C H H C E E,0
0, H E C H H H C C,4
0, H E C H H H C H,0
0, H E C H H H C E,0
0, H E C H H H H C,0
0, H E C H H H H H,9
0, H E C H H H H E,0
0, H E C H H H E C,0
0, H E C H H H E H,0
0, H E C H H H E E,1
0, H E C H H E C C,0
0, H E C H H E C H,0
0, H E C H H E C E,0
0, H E C H H E H C,0
0, H E C H H E H H,1
0, H E C H H E H E,0
0, H E C H H E E C,0
0, H E C H H E E H,0
0, H E C H H E E E,0
0, H E C H E C C C,0
0, H E C H E C C H,0
0, H E C H E C C E,0
0, H E C H E C H C,0
0, H E C H E C H H,0
0, H E C H E C H E,0
0, H E C H E C E C,0
0, H E C H E C E H,0
0, H E C H E C E E,0
0, H E C H E H C C,0
0, H E C H E H C H,0
0, H E C H E H C E,0
0, H E C H E H H C,0
0, H E C H E H H H,0
0, H E C H E H H E,0
0, H E C H E H E C,0
0, H E C H E H E H,0
0, H E C H E H E E,0
0, H E C H E E C C,0
0, H E C H E E C H,0
0, H E C H E E C E,0
0, H E C H E E H C,0
0, H E C H E E H H,0
0, H E C H E E H E,0
0, H E C H E E E C,0
0, H E C H E E E H,0
0, H E C H E E E E,0
0, H E C E C C C C,19
0, H E C E C C C H,0
0, H E C E C C C E,3
0, H E C E C C H C,0
0, H E C E C C H H,0
0, H E C E C C H E,0
0, H E C E C C E C,0
0, H E C E C C E H,0
0, H E C E C C E E,4
0, H E C E C H C C,0
0, H E C E C H C H,0
0, H E C E C H C E,0
0, H E C E C H H C,0
0, H E C E C H H H,16
0, H E C E C H H E,0
0, H E C E C H E C,0
0, H E C E C H E H,0
0, H E C E C H E E,0
0, H E C E C E C C,2
0, H E C E C E C H,0
0, H E C E C E C E,0
0, H E C E C E H C,0
0, H E C E C E H H,0
0, H E C E C E H E,0
0, H E C E C E E C,0
0, H E C E C E E H,0
0, H E C E C E E E,1
0, H E C E H C C C,0
0, H E C E H C C H,0
0, H E C E H C C E,0
0, H E C E H C H C,0
0, H E C E H C H H,0
0, H E C E H C H E,0
0, H E C E H C E C,0
0, H E C E H C E H,0
0, H E C E H C E E,0
0, H E C E H H C C,0
0, H E C E H H C H,0
0, H E C E H H C E,0
0, H E C E H H H C,0
0, H E C E H H H H,0
0, H E C E H H H E,0
0, H E C E H H E C,0
0, H E C E H H E H,0
0, H E C E H H E E,0
0, H E C E H E C C,0
0, H E C E H E C H,0
0, H E C E H E C E,0
0, H E C E H E H C,0
0, H E C E H E H H,0
0, H E C E H E H E,0
0, H E C E H E E C,0
0, H E C E H E E H,0
0, H E C E H E E E,0
0, H E C E E C C C,41
0, H E C E E C C H,0
0, H E C E E C C E,0
0, H E C E E C H C,0
0, H E C E E C H H,0
0, H E C E E C H E,0
0, H E C E E C E C,0
0, H E C E E C E H,0
0, H E C E E C E E,6
0, H E C E E H C C,0
0, H E C E E H C H,0
0, H E C E E H C E,0
0, H E C E E H H C,0
0, H E C E E H H H,0
0, H E C E E H H E,0
0, H E C E E H E C,0
0, H E C E E H E H,0
0, H E C E E H E E,0
0, H E C E E E C C,16
0, H E C E E E C H,1
0, H E C E E E C E,0
0, H E C E E E H C,0
0, H E C E E E H H,0
0, H E C E E E H E,0
0, H E C E E E E C,103
0, H E C E E E E H,4
0, H E C E E E E E,328
0, H E H C C C C C,14
0, H E H C C C C H,2
0, H E H C C C C E,5
0, H E H C C C H C,0
0, H E H C C C H H,0
0, H E H C C C H E,0
0, H E H C C C E C,0
0, H E H C C C E H,0
0, H E H C C C E E,1
0, H E H C C H C C,0
0, H E H C C H C H,0
0, H E H C C H C E,0
0, H E H C C H H C,0
0, H E H C C H H H,1
0, H E H C C H H E,0
0, H E H C C H E C,0
0, H E H C C H E H,0
